song_id,song_title,group,episode,stimulus_id,mix_id,original_mix_name,posterior_mean_expected_rating,hdi_3%,hdi_97%
id_like_to_know,I'd Like To Know,group_01,EDR-1,id_like_to_know_pxl_s1,mix_9ffcd672af17,PXL-S1,70.77238003746557,67.19013103477184,74.58393810315428
id_like_to_know,I'd Like To Know,group_01,EDR-1,id_like_to_know_pxl_s2,mix_6f8b655d7999,PXL-S2,72.87652101252394,69.37773724252159,76.74444536930297
id_like_to_know,I'd Like To Know,group_01,EDR-1,id_like_to_know_pxl_s3,mix_65f41f41d3ab,PXL-S3,69.40274454425139,65.73829935140967,73.12745470333617
id_like_to_know,I'd Like To Know,group_01,EDR-1,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,PXL-S5,70.64663326366214,67.19151085539416,74.60767406380302
id_like_to_know,I'd Like To Know,group_01,EDR-1,id_like_to_know_pxl_s7,mix_b393d3919c78,PXL-S7,71.36926180989202,67.79798444746558,75.03397019263868
id_like_to_know,I'd Like To Know,group_01,EDR-2,id_like_to_know_pxl_s1,mix_9ffcd672af17,PXL-S1,67.79036881918856,64.19776179231381,71.54578096780055
id_like_to_know,I'd Like To Know,group_01,EDR-2,id_like_to_know_pxl_s2,mix_6f8b655d7999,PXL-S2,69.89450979424693,66.11467662841011,73.4494533723152
id_like_to_know,I'd Like To Know,group_01,EDR-2,id_like_to_know_pxl_s3,mix_65f41f41d3ab,PXL-S3,66.42073332597438,62.762207518577036,70.13706768707036
id_like_to_know,I'd Like To Know,group_01,EDR-2,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,PXL-S5,67.66462204538512,63.69973643948764,71.20671943764579
id_like_to_know,I'd Like To Know,group_01,EDR-2,id_like_to_know_pxl_s7,mix_b393d3919c78,PXL-S7,68.387250591615,65.0404108160233,72.50005454186166
id_like_to_know,I'd Like To Know,group_01,FM-1,id_like_to_know_pxl_s1,mix_9ffcd672af17,PXL-S1,70.44761334042485,66.82987681259208,74.18171497849656
id_like_to_know,I'd Like To Know,group_01,FM-1,id_like_to_know_pxl_s2,mix_6f8b655d7999,PXL-S2,72.55175431548321,68.7723922365646,76.09173428348177
id_like_to_know,I'd Like To Know,group_01,FM-1,id_like_to_know_pxl_s3,mix_65f41f41d3ab,PXL-S3,69.07797784721066,65.34974515422017,72.6525157376768
id_like_to_know,I'd Like To Know,group_01,FM-1,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,PXL-S5,70.3218665666214,66.81389467015703,74.27748931683183
id_like_to_know,I'd Like To Know,group_01,FM-1,id_like_to_know_pxl_s7,mix_b393d3919c78,PXL-S7,71.0444951128513,67.59124884307384,74.87866115021038
in_the_meantime,In The Meantime,group_02,EDR-1,in_the_meantime_du_h,mix_302f0efe8a80,DU-H,70.77653369079175,67.04515528726161,74.42353114428931
in_the_meantime,In The Meantime,group_02,EDR-1,in_the_meantime_du_i,mix_9baa86357fd4,DU-I,60.19399834374695,56.53762343031711,64.08878889958899
in_the_meantime,In The Meantime,group_02,EDR-1,in_the_meantime_du_k,mix_56e65a3ce054,DU-K,66.68675886903058,62.93228598879088,70.25956306092455
in_the_meantime,In The Meantime,group_02,EDR-1,in_the_meantime_qut_b,mix_c7bdcba64775,QUT-B,67.53446718173512,63.79675753113425,71.29249078748286
in_the_meantime,In The Meantime,group_02,EDR-1,in_the_meantime_qut_pro,mix_cdaef40f2b94,QUT-pro,66.78563925550617,62.929186373962864,70.43864798056165
in_the_meantime,In The Meantime,group_02,EDR-2,in_the_meantime_du_h,mix_302f0efe8a80,DU-H,67.79452247251473,64.2199508550866,71.71139684468216
