song_id,episode,stimulus_id,mix_id,z_RMS,z_CF,z_SW,z_SI,true_expected_cell_mean,posterior_predicted_mean,hdi_3%,hdi_97%,absolute_error,covered_by_94pct_hdi
Song_1,Relaxation,Song_1_Mix_1,Mix_1,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,64.60194179526721,66.77649748159934,64.65933086264563,69.04556824097428,2.174555686332127,False
Song_1,Relaxation,Song_1_Mix_2,Mix_2,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,61.89580250915741,64.29781029737586,61.73884926702648,66.68228320774014,2.402007788218448,True
Song_1,Relaxation,Song_1_Mix_3,Mix_3,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,69.76692833979322,72.44787896747829,70.05524654062387,75.07250956587215,2.680950627685064,False
Song_2,Relaxation,Song_2_Mix_1,Mix_1,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,61.19351729203618,63.0704587200683,60.76116440635725,65.32832123864476,1.8769414280321257,True
Song_2,Relaxation,Song_2_Mix_2,Mix_2,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,58.056347326461065,58.46154136512471,56.101720534406795,60.62207507019841,0.40519403866364456,True
Song_2,Relaxation,Song_2_Mix_3,Mix_3,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,66.03930370680843,66.58249002728601,63.6718802398305,69.6421601330611,0.543186320477588,True
Song_3,Relaxation,Song_3_Mix_1,Mix_1,-0.2703792860367242,-0.13240080810764882,-0.32625114903828495,-0.46033345233627265,62.39702085442126,63.91660492191039,61.84380130627743,65.98262056173954,1.5195840674891343,True
Song_3,Relaxation,Song_3_Mix_2,Mix_2,-0.7121820983369226,0.580858813415541,1.4182914058408784,3.1437965930250384,59.52168407122961,60.42746697175284,56.858697708374194,64.77862914629371,0.905782900523235,True
Song_3,Relaxation,Song_3_Mix_3,Mix_3,-0.13318667446821103,0.08358782974664794,-1.5239068539152965,-0.3498430984052944,59.5837918597582,61.74149574101431,59.06706421124044,64.37850351767607,2.1577038812561113,True
Song_4,Relaxation,Song_4_Mix_1,Mix_1,0.4000930682315073,0.924400977869014,1.059256496907797,-0.022827333312785386,64.69406800358703,65.52122055825933,62.91691302809676,67.82604550707849,0.8271525546722955,True
Song_4,Relaxation,Song_4_Mix_2,Mix_2,1.2681691045587011,0.5923677340606543,-0.5286241216258535,-0.6397789303787698,64.70892248896521,66.82847572721472,64.63476701003208,68.99349975139299,2.119553238249509,True
Song_4,Relaxation,Song_4_Mix_3,Mix_3,0.7157112924655705,1.571596835282909,0.4405093924631998,-0.5092893012012089,63.54067175251517,64.48699634394282,62.1212843806102,66.98761645911199,0.946324591427647,True
Song_1,Distraction,Song_1_Mix_1,Mix_1,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,61.20409630051697,63.57135877167633,61.29234346264323,65.78237376623824,2.367262471159357,False
Song_1,Distraction,Song_1_Mix_2,Mix_2,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,58.62369850764062,60.83110390145362,58.61086834791978,63.51809168964392,2.207405393813005,True
Song_1,Distraction,Song_1_Mix_3,Mix_3,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,66.08025262892667,69.25263261651988,66.78351533241343,71.89300273248502,3.172379987593203,False
Song_2,Distraction,Song_2_Mix_1,Mix_1,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,58.33824981300374,60.26700427522356,58.080553810994225,62.62955212617908,1.9287544622198212,True
Song_2,Distraction,Song_2_Mix_2,Mix_2,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,56.260712504621516,57.23913515288553,55.11757662241895,59.58781997463759,0.978422648264015,True
Song_2,Distraction,Song_2_Mix_3,Mix_3,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,63.955727155510715,65.85771584169272,62.79480978759727,68.74635787259422,1.9019886861820083,True
Song_3,Distraction,Song_3_Mix_1,Mix_1,-0.2703792860367242,-0.13240080810764882,-0.32625114903828495,-0.46033345233627265,59.06842064021597,60.88844416087343,58.79327048924479,62.918584768788776,1.8200235206574646,True
Song_3,Distraction,Song_3_Mix_2,Mix_2,-0.7121820983369226,0.580858813415541,1.4182914058408784,3.1437965930250384,62.680517938674676,64.66390153463091,60.8445609653262,68.30372667512785,1.9833835959562336,True
Song_3,Distraction,Song_3_Mix_3,Mix_3,-0.13318667446821103,0.08358782974664794,-1.5239068539152965,-0.3498430984052944,56.45407428262867,58.302980115862155,55.866485736683515,61.07622771862165,1.8489058332334878,True
Song_4,Distraction,Song_4_Mix_1,Mix_1,0.4000930682315073,0.924400977869014,1.059256496907797,-0.022827333312785386,62.15297880362403,63.968809504334985,61.460355159496956,66.32366241206854,1.8158307007109542,True
Song_4,Distraction,Song_4_Mix_2,Mix_2,1.2681691045587011,0.5923677340606543,-0.5286241216258535,-0.6397789303787698,61.05732041428344,63.38017014648955,61.19857886772901,65.63429246724388,2.322849732206109,False
Song_4,Distraction,Song_4_Mix_3,Mix_3,0.7157112924655705,1.571596835282909,0.4405093924631998,-0.5092893012012089,60.123951010353004,61.76012180680345,59.30471634983988,64.03464724480344,1.6361707964504433,True
Song_1,Enjoyment,Song_1_Mix_1,Mix_1,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,67.60194179526721,69.0060648949175,66.90124673080295,71.36349267100746,1.4041230996502918,True
Song_1,Enjoyment,Song_1_Mix_2,Mix_2,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,64.89580250915742,66.00390844584408,63.52533735420687,68.349973401755,1.1081059366866555,True
Song_1,Enjoyment,Song_1_Mix_3,Mix_3,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,72.76692833979322,75.11508164234012,72.63157275221916,77.72597451007542,2.3481533025468906,True
Song_2,Enjoyment,Song_2_Mix_1,Mix_1,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,64.19351729203618,65.02182025498963,62.73590434095752,67.27715688497359,0.8283029629534582,True
Song_2,Enjoyment,Song_2_Mix_2,Mix_2,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,61.056347326461065,60.90050161856842,58.745880194597504,63.24056162743041,0.15584570789264518,True
Song_2,Enjoyment,Song_2_Mix_3,Mix_3,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,69.03930370680843,70.08900870802246,67.11158261723277,73.00979592677842,1.0497050012140363,True
Song_3,Enjoyment,Song_3_Mix_1,Mix_1,-0.2703792860367242,-0.13240080810764882,-0.32625114903828495,-0.46033345233627265,65.39702085442126,66.27336520368947,64.18416127031765,68.31777253131106,0.8763443492682086,True
Song_3,Enjoyment,Song_3_Mix_2,Mix_2,-0.7121820983369226,0.580858813415541,1.4182914058408784,3.1437965930250384,62.52168407122961,62.64383395414453,58.95845972857142,66.72399159681856,0.12214988291492546,True
Song_3,Enjoyment,Song_3_Mix_3,Mix_3,-0.13318667446821103,0.08358782974664794,-1.5239068539152965,-0.3498430984052944,62.583791859758215,63.27464585538782,60.762315072769844,65.87552943123116,0.6908539956296025,True
Song_4,Enjoyment,Song_4_Mix_1,Mix_1,0.4000930682315073,0.924400977869014,1.059256496907797,-0.022827333312785386,67.69406800358703,68.62955921338614,66.17067353225536,70.99176844775585,0.9354912097991104,True
Song_4,Enjoyment,Song_4_Mix_2,Mix_2,1.2681691045587011,0.5923677340606543,-0.5286241216258535,-0.6397789303787698,67.70892248896523,69.1165816559935,66.92561282433539,71.31329898170227,1.407659167028271,True
Song_4,Enjoyment,Song_4_Mix_3,Mix_3,0.7157112924655705,1.571596835282909,0.4405093924631998,-0.5092893012012089,66.54067175251517,67.36329373600528,65.05086883662821,69.81058290568362,0.8226219834901087,True
Song_1,Focus,Song_1_Mix_1,Mix_1,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,65.0191564745287,68.47893267497345,66.13534601876367,70.60486103782429,3.4597762004447503,False
Song_1,Focus,Song_1_Mix_2,Mix_2,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,60.790206665064346,64.48973585932704,62.049550027442706,66.94182731330348,3.699529194262695,False
Song_1,Focus,Song_1_Mix_3,Mix_3,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,71.34631267413324,75.32854412816874,72.81710365363048,77.97381190048942,3.9822314540354995,False
Song_2,Focus,Song_2_Mix_1,Mix_1,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,61.08872416923803,64.18919923654333,61.90875333663008,66.50024784381729,3.100475067305304,False
Song_2,Focus,Song_2_Mix_2,Mix_2,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,60.08067760420787,61.5291959915903,59.33321289165568,63.876679612378176,1.4485183873824283,True
Song_2,Focus,Song_2_Mix_3,Mix_3,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,71.15021304108645,72.71615541204663,69.72685201589218,75.78943238678019,1.5659423709601867,True
Song_3,Focus,Song_3_Mix_1,Mix_1,-0.2703792860367242,-0.13240080810764882,-0.32625114903828495,-0.46033345233627265,63.244518556344694,66.03202286318731,63.98614336082233,68.17888537267947,2.7875043068426137,False
Song_3,Focus,Song_3_Mix_2,Mix_2,-0.7121820983369226,0.580858813415541,1.4182914058408784,3.1437965930250384,63.858266882911366,65.10978370067993,61.314765547275925,68.92887988167406,1.251516817768561,True
Song_3,Focus,Song_3_Mix_3,Mix_3,-0.13318667446821103,0.08358782974664794,-1.5239068539152965,-0.3498430984052944,58.03597815192762,61.480806268017986,58.94272295063761,64.17331558759494,3.4448281160903633,False
Song_4,Focus,Song_4_Mix_1,Mix_1,0.4000930682315073,0.924400977869014,1.059256496907797,-0.022827333312785386,68.31258099740263,70.25117130032685,67.68950341645831,72.58901371359183,1.9385903029242115,True
Song_4,Focus,Song_4_Mix_2,Mix_2,1.2681691045587011,0.5923677340606543,-0.5286241216258535,-0.6397789303787698,65.15167424571352,68.58944556596477,66.31972055509056,70.77221555029251,3.437771320251244,False
Song_4,Focus,Song_4_Mix_3,Mix_3,0.7157112924655705,1.571596835282909,0.4405093924631998,-0.5092893012012089,65.92169053744156,68.11846734456176,65.66363419306343,70.47630409956751,2.1967768071202016,True
Song_1,Motivation,Song_1_Mix_1,Mix_1,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,65.74846014434408,66.91233227070039,64.71003446969885,69.04545395429675,1.1638721263563099,True
Song_1,Motivation,Song_1_Mix_2,Mix_2,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,61.13880770404108,61.74283426981224,59.21321765872128,64.05330569494167,0.6040265657711643,True
Song_1,Motivation,Song_1_Mix_3,Mix_3,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,72.36615875771824,74.60227741530639,72.15690790336103,77.20850357589114,2.2361186575881504,True
Song_2,Motivation,Song_2_Mix_1,Mix_1,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,61.68752588853849,62.37452822264675,60.024529528917085,64.49700208524813,0.6870023341082643,True
Song_2,Motivation,Song_2_Mix_2,Mix_2,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,61.21176017364457,61.75193482045227,59.637348094989285,64.12091054032751,0.5401746468076993,True
Song_2,Motivation,Song_2_Mix_3,Mix_3,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,73.05294037465595,75.32087663773814,72.27302868505849,78.30711921341046,2.2679362630821913,True
Song_3,Motivation,Song_3_Mix_1,Mix_1,-0.2703792860367242,-0.13240080810764882,-0.32625114903828495,-0.46033345233627265,64.08139298182554,64.83176129184473,62.835897306713086,66.89130027751145,0.7503683100191836,True
Song_3,Motivation,Song_3_Mix_2,Mix_2,-0.7121820983369226,0.580858813415541,1.4182914058408784,3.1437965930250384,65.5674125858318,68.73719190672195,64.95249553181473,72.66641194953633,3.169779320890143,True
Song_3,Motivation,Song_3_Mix_3,Mix_3,-0.13318667446821103,0.08358782974664794,-1.5239068539152965,-0.3498430984052944,58.274024724969976,58.42432862010962,55.65729512560584,60.882024294776606,0.15030389513964337,True
Song_4,Motivation,Song_4_Mix_1,Mix_1,0.4000930682315073,0.924400977869014,1.059256496907797,-0.022827333312785386,69.84220924585652,71.51716905882742,68.99588061149672,74.03117461277843,1.6749598129708971,True
Song_4,Motivation,Song_4_Mix_2,Mix_2,1.2681691045587011,0.5923677340606543,-0.5286241216258535,-0.6397789303787698,65.8873621849006,66.96377592244684,64.86452539071495,69.14259376976271,1.0764137375462468,True
Song_4,Motivation,Song_4_Mix_3,Mix_3,0.7157112924655705,1.571596835282909,0.4405093924631998,-0.5092893012012089,67.14194523367317,68.11887548602489,65.63052598244573,70.50316902622906,0.9769302523517212,True
