song_id,group,episode,stimulus_id,mix_id,posterior_mean_expected_rating,hdi_3,hdi_97,posterior_probability_highest,is_final_predicted_winner,draw_level_tie_probability,final_probability_tie_flag
id_like_to_know,group_01,EDR-1,id_like_to_know_pxl_s1,mix_9ffcd672af17,49.30421659715722,40.52992273775965,59.626596008907065,0.0075,False,0.0,False
id_like_to_know,group_01,EDR-1,id_like_to_know_pxl_s2,mix_6f8b655d7999,59.92288233267769,51.01033774254371,69.16682599556161,0.73675,True,0.0,False
id_like_to_know,group_01,EDR-1,id_like_to_know_pxl_s3,mix_65f41f41d3ab,55.679148340516605,46.518277144112226,65.21632578269289,0.19325,False,0.0,False
id_like_to_know,group_01,EDR-1,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,43.84852981905446,34.360550561783576,52.63342062781585,0.0,False,0.0,False
id_like_to_know,group_01,EDR-1,id_like_to_know_pxl_s7,mix_b393d3919c78,53.36364866431238,43.87835141916182,62.590178195366015,0.0625,False,0.0,False
id_like_to_know,group_01,EDR-2,id_like_to_know_pxl_s1,mix_9ffcd672af17,51.50667671755941,42.4801693492195,61.35873076887268,0.0075,False,0.0,False
id_like_to_know,group_01,EDR-2,id_like_to_know_pxl_s2,mix_6f8b655d7999,62.12534245307987,52.56460527641692,71.38279136095105,0.73675,True,0.0,False
id_like_to_know,group_01,EDR-2,id_like_to_know_pxl_s3,mix_65f41f41d3ab,57.881608460918784,48.29239366611135,66.75483756536597,0.19325,False,0.0,False
id_like_to_know,group_01,EDR-2,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,46.05098993945664,37.243338269970565,55.85174825446345,0.0,False,0.0,False
id_like_to_know,group_01,EDR-2,id_like_to_know_pxl_s7,mix_b393d3919c78,55.56610878471455,47.058289179339305,65.5236193074455,0.0625,False,0.0,False
id_like_to_know,group_01,FM-1,id_like_to_know_pxl_s1,mix_9ffcd672af17,42.628749651081485,33.02831158209521,52.10836727495922,0.0075,False,0.0,False
id_like_to_know,group_01,FM-1,id_like_to_know_pxl_s2,mix_6f8b655d7999,53.24741538660195,44.45460086507646,62.4523849128361,0.73675,True,0.0,False
id_like_to_know,group_01,FM-1,id_like_to_know_pxl_s3,mix_65f41f41d3ab,49.003681394440854,39.91749333773364,58.343043325502194,0.19325,False,0.0,False
id_like_to_know,group_01,FM-1,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,37.17306287297871,28.039312698137568,46.38548603184986,0.0,False,0.0,False
id_like_to_know,group_01,FM-1,id_like_to_know_pxl_s7,mix_b393d3919c78,46.68818171823662,37.47647457748937,55.98887129609959,0.0625,False,0.0,False
in_the_meantime,group_02,EDR-1,in_the_meantime_du_h,mix_302f0efe8a80,71.65757427451632,62.72688955133588,80.46758026259005,0.959,True,0.0,False
in_the_meantime,group_02,EDR-1,in_the_meantime_du_i,mix_9baa86357fd4,61.40539735523221,51.97304319809311,70.53356044968612,0.02375,False,0.0,False
in_the_meantime,group_02,EDR-1,in_the_meantime_du_k,mix_56e65a3ce054,25.936169607113847,16.811901674721,35.73716820936142,0.0,False,0.0,False
in_the_meantime,group_02,EDR-1,in_the_meantime_qut_b,mix_c7bdcba64775,46.271245461424215,37.14442957107954,55.302383493664735,0.0,False,0.0,False
in_the_meantime,group_02,EDR-1,in_the_meantime_qut_pro,mix_cdaef40f2b94,60.88931945808385,51.38168089212901,69.79912592891878,0.01725,False,0.0,False
in_the_meantime,group_02,EDR-2,in_the_meantime_du_h,mix_302f0efe8a80,73.86003439491849,64.70629000161273,82.49504657840271,0.959,True,0.0,False
in_the_meantime,group_02,EDR-2,in_the_meantime_du_i,mix_9baa86357fd4,63.60785747563439,54.39725118298051,72.93080014076077,0.02375,False,0.0,False
in_the_meantime,group_02,EDR-2,in_the_meantime_du_k,mix_56e65a3ce054,28.138629727516022,18.768962718725206,37.229660988050895,0.0,False,0.0,False
in_the_meantime,group_02,EDR-2,in_the_meantime_qut_b,mix_c7bdcba64775,48.47370558182639,39.34139515182442,57.678731566925336,0.0,False,0.0,False
in_the_meantime,group_02,EDR-2,in_the_meantime_qut_pro,mix_cdaef40f2b94,63.09177957848601,53.431494844204494,72.40101260782772,0.01725,False,0.0,False
in_the_meantime,group_02,FM-1,in_the_meantime_du_h,mix_302f0efe8a80,64.98210732844056,56.03548493477122,73.67711501195217,0.959,True,0.0,False
in_the_meantime,group_02,FM-1,in_the_meantime_du_i,mix_9baa86357fd4,54.72993040915645,45.94079996259267,64.49662701802522,0.02375,False,0.0,False
in_the_meantime,group_02,FM-1,in_the_meantime_du_k,mix_56e65a3ce054,19.260702661038092,9.790464957442229,28.606428858932862,0.0,False,0.0,False
in_the_meantime,group_02,FM-1,in_the_meantime_qut_b,mix_c7bdcba64775,39.59577851534846,30.236588353212127,48.88526013993491,0.0,False,0.0,False
in_the_meantime,group_02,FM-1,in_the_meantime_qut_pro,mix_cdaef40f2b94,54.21385251200809,44.55424239817624,63.16453956381009,0.01725,False,0.0,False
lead_me,group_01,EDR-1,lead_me_du_d,mix_f1f7973e5bac,52.65531151402107,43.60463993905649,61.69821522434597,0.11875,False,0.0,False
lead_me,group_01,EDR-1,lead_me_du_e,mix_271852ba8676,36.74596858358774,27.50873855093325,46.03893004994077,0.00025,False,0.0,False
lead_me,group_01,EDR-1,lead_me_mcg_pro2,mix_d3e3580b6e30,58.46372616917969,49.819871619100965,68.32881858536935,0.8655,True,0.0,False
lead_me,group_01,EDR-1,lead_me_pxl_l1,mix_d5b28dfc8a93,45.07957623270639,35.161788025599286,53.57387574037855,0.00325,False,0.0,False
lead_me,group_01,EDR-1,lead_me_pxl_l4,mix_c7d9a071ba25,47.84512098846592,38.732295068421834,57.05252650957663,0.01225,False,0.0,False
lead_me,group_01,EDR-2,lead_me_du_d,mix_f1f7973e5bac,54.857771634423244,45.9758762453681,63.949606305948826,0.11875,False,0.0,False
lead_me,group_01,EDR-2,lead_me_du_e,mix_271852ba8676,38.948428703989904,29.866746917196817,48.27854995406582,0.00025,False,0.0,False
lead_me,group_01,EDR-2,lead_me_mcg_pro2,mix_d3e3580b6e30,60.666186289581866,51.105889345839856,69.60620620130271,0.8655,True,0.0,False
