participant_id,study_id,study_version,schema_version,stimulus_configuration_version,source_version,submission_status,group_id,study_group,started_at,completed_at,duration_seconds,age_range,gender,cultural_influence_country,music_listening_habits,music_production_or_audio_engineering_experience,hearing_difficulty,participant_metadata_missing_fields,trial_id,trial_order,trial_index,episode_id,scenario_id,episode_position,context_title,context_label,context_text,context_dominant_function,song_id,excerpt_id,song_position,participant_song_label,song_title,presentation_label,display_position,stimulus_id,actual_mix_id,audio_path,human_rating,rating_set,audio_played,first_play_timestamp,comparative_comment,response_time_ms,z_RMS,z_CF,z_SW,z_SI,z_SI_role,acoustic_feature_source_file,acoustic_feature_table_used,active_stimulus_match,feature_join_status,trial_row_count,trial_labels,trial_stimulus_ids,trial_validation_status,candidate_validation_status,validation_issues
SYNTHETIC_PHASE6B1_P001,SYNTHETIC_PHASE6B1_P001,synthetic_phase6b1_v1,five_mix_netlify_forms_v1,five_mix_frontend_v1_2026-08-06,synthetic_phase6b1_fixture,completed,group_01,group_01,2026-08-06T12:00:00Z,2026-08-06T12:20:00Z,1200,25_34,woman,Syntheticland,daily,basic,no,,SYNTHETIC_PHASE6B1_P001__trial_01,1,1,EDR-1,EDR-1,1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,lead_me,group_01_song_a_lead_me,1,Song A,Lead Me,A,1,lead_me_du_e,mix_271852ba8676,assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/du_e.wav,39,True,True,2026-08-06T12:01:01Z,SYNTHETIC TEST COMMENT SYNTHETIC_PHASE6B1_P001 trial 1.,10101,-1.0250576971995913,0.5199952869185839,-0.8666083508697964,0.9959336464039888,optional_qc_sensitivity_predictor,outputs\stimulus_selection\04_mix_selection_v2\tables\processed_features_v2.csv,outputs/stimulus_selection/04_mix_selection_v2/tables/processed_features_v2.csv,True,matched,5,A|B|C|D|E,lead_me_du_d|lead_me_du_e|lead_me_mcg_pro2|lead_me_pxl_l1|lead_me_pxl_l4,complete,valid,
SYNTHETIC_PHASE6B1_P001,SYNTHETIC_PHASE6B1_P001,synthetic_phase6b1_v1,five_mix_netlify_forms_v1,five_mix_frontend_v1_2026-08-06,synthetic_phase6b1_fixture,completed,group_01,group_01,2026-08-06T12:00:00Z,2026-08-06T12:20:00Z,1200,25_34,woman,Syntheticland,daily,basic,no,,SYNTHETIC_PHASE6B1_P001__trial_01,1,1,EDR-1,EDR-1,1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,lead_me,group_01_song_a_lead_me,1,Song A,Lead Me,B,2,lead_me_pxl_l1,mix_d5b28dfc8a93,assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/pxl_l1.wav,40,True,True,2026-08-06T12:01:02Z,SYNTHETIC TEST COMMENT SYNTHETIC_PHASE6B1_P001 trial 1.,10102,-0.0024436394808062,-0.3677713699084406,-1.2816942263900757,-0.1924460334762285,optional_qc_sensitivity_predictor,outputs\stimulus_selection\04_mix_selection_v2\tables\processed_features_v2.csv,outputs/stimulus_selection/04_mix_selection_v2/tables/processed_features_v2.csv,True,matched,5,A|B|C|D|E,lead_me_du_d|lead_me_du_e|lead_me_mcg_pro2|lead_me_pxl_l1|lead_me_pxl_l4,complete,valid,
SYNTHETIC_PHASE6B1_P001,SYNTHETIC_PHASE6B1_P001,synthetic_phase6b1_v1,five_mix_netlify_forms_v1,five_mix_frontend_v1_2026-08-06,synthetic_phase6b1_fixture,completed,group_01,group_01,2026-08-06T12:00:00Z,2026-08-06T12:20:00Z,1200,25_34,woman,Syntheticland,daily,basic,no,,SYNTHETIC_PHASE6B1_P001__trial_01,1,1,EDR-1,EDR-1,1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,lead_me,group_01_song_a_lead_me,1,Song A,Lead Me,C,3,lead_me_pxl_l4,mix_c7d9a071ba25,assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/pxl_l4.wav,41,True,True,2026-08-06T12:01:03Z,SYNTHETIC TEST COMMENT SYNTHETIC_PHASE6B1_P001 trial 1.,10103,-0.0552007785055364,-0.8412121981784734,0.8321106863211235,2.390299590706203,optional_qc_sensitivity_predictor,outputs\stimulus_selection\04_mix_selection_v2\tables\processed_features_v2.csv,outputs/stimulus_selection/04_mix_selection_v2/tables/processed_features_v2.csv,True,matched,5,A|B|C|D|E,lead_me_du_d|lead_me_du_e|lead_me_mcg_pro2|lead_me_pxl_l1|lead_me_pxl_l4,complete,valid,
SYNTHETIC_PHASE6B1_P001,SYNTHETIC_PHASE6B1_P001,synthetic_phase6b1_v1,five_mix_netlify_forms_v1,five_mix_frontend_v1_2026-08-06,synthetic_phase6b1_fixture,completed,group_01,group_01,2026-08-06T12:00:00Z,2026-08-06T12:20:00Z,1200,25_34,woman,Syntheticland,daily,basic,no,,SYNTHETIC_PHASE6B1_P001__trial_01,1,1,EDR-1,EDR-1,1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,lead_me,group_01_song_a_lead_me,1,Song A,Lead Me,D,4,lead_me_mcg_pro2,mix_d3e3580b6e30,assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/mcg_pro2.wav,42,True,True,2026-08-06T12:01:04Z,SYNTHETIC TEST COMMENT SYNTHETIC_PHASE6B1_P001 trial 1.,10104,2.9805308263561203,0.8594252384169624,-0.9263284806752846,0.048773555233824,optional_qc_sensitivity_predictor,outputs\stimulus_selection\04_mix_selection_v2\tables\processed_features_v2.csv,outputs/stimulus_selection/04_mix_selection_v2/tables/processed_features_v2.csv,True,matched,5,A|B|C|D|E,lead_me_du_d|lead_me_du_e|lead_me_mcg_pro2|lead_me_pxl_l1|lead_me_pxl_l4,complete,valid,
SYNTHETIC_PHASE6B1_P001,SYNTHETIC_PHASE6B1_P001,synthetic_phase6b1_v1,five_mix_netlify_forms_v1,five_mix_frontend_v1_2026-08-06,synthetic_phase6b1_fixture,completed,group_01,group_01,2026-08-06T12:00:00Z,2026-08-06T12:20:00Z,1200,25_34,woman,Syntheticland,daily,basic,no,,SYNTHETIC_PHASE6B1_P001__trial_01,1,1,EDR-1,EDR-1,1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,lead_me,group_01_song_a_lead_me,1,Song A,Lead Me,E,5,lead_me_du_d,mix_f1f7973e5bac,assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/du_d.wav,43,True,True,2026-08-06T12:01:05Z,SYNTHETIC TEST COMMENT SYNTHETIC_PHASE6B1_P001 trial 1.,10105,0.7402857811167308,-1.548717422055362,0.3280479404435016,-1.017146833506479,optional_qc_sensitivity_predictor,outputs\stimulus_selection\04_mix_selection_v2\tables\processed_features_v2.csv,outputs/stimulus_selection/04_mix_selection_v2/tables/processed_features_v2.csv,True,matched,5,A|B|C|D|E,lead_me_du_d|lead_me_du_e|lead_me_mcg_pro2|lead_me_pxl_l1|lead_me_pxl_l4,complete,valid,
SYNTHETIC_PHASE6B1_P001,SYNTHETIC_PHASE6B1_P001,synthetic_phase6b1_v1,five_mix_netlify_forms_v1,five_mix_frontend_v1_2026-08-06,synthetic_phase6b1_fixture,completed,group_01,group_01,2026-08-06T12:00:00Z,2026-08-06T12:20:00Z,1200,25_34,woman,Syntheticland,daily,basic,no,,SYNTHETIC_PHASE6B1_P001__trial_02,2,2,EDR-1,EDR-1,1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,id_like_to_know,group_01_song_b_id_like_to_know,2,Song B,I'd Like To Know,A,1,id_like_to_know_pxl_s1,mix_9ffcd672af17,assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s1.wav,42,True,True,2026-08-06T12:02:01Z,SYNTHETIC TEST COMMENT SYNTHETIC_PHASE6B1_P001 trial 2.,10201,-0.5659114167269081,-0.579304038497624,-0.4851205015292653,1.357247686182373,optional_qc_sensitivity_predictor,outputs\stimulus_selection\08_backup_song_expansion\04_acoustic_candidate_pools\tables\processed_features_backup.csv,outputs/stimulus_selection/08_backup_song_expansion/04_acoustic_candidate_pools/tables/processed_features_backup.csv,True,matched,5,A|B|C|D|E,id_like_to_know_pxl_s1|id_like_to_know_pxl_s2|id_like_to_know_pxl_s3|id_like_to_know_pxl_s5|id_like_to_know_pxl_s7,complete,valid,
SYNTHETIC_PHASE6B1_P001,SYNTHETIC_PHASE6B1_P001,synthetic_phase6b1_v1,five_mix_netlify_forms_v1,five_mix_frontend_v1_2026-08-06,synthetic_phase6b1_fixture,completed,group_01,group_01,2026-08-06T12:00:00Z,2026-08-06T12:20:00Z,1200,25_34,woman,Syntheticland,daily,basic,no,,SYNTHETIC_PHASE6B1_P001__trial_02,2,2,EDR-1,EDR-1,1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,id_like_to_know,group_01_song_b_id_like_to_know,2,Song B,I'd Like To Know,B,2,id_like_to_know_pxl_s2,mix_6f8b655d7999,assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s2.wav,43,True,True,2026-08-06T12:02:02Z,SYNTHETIC TEST COMMENT SYNTHETIC_PHASE6B1_P001 trial 2.,10202,0.5329997864789321,-1.1874673519330532,-0.7637519766505488,0.5510366380169074,optional_qc_sensitivity_predictor,outputs\stimulus_selection\08_backup_song_expansion\04_acoustic_candidate_pools\tables\processed_features_backup.csv,outputs/stimulus_selection/08_backup_song_expansion/04_acoustic_candidate_pools/tables/processed_features_backup.csv,True,matched,5,A|B|C|D|E,id_like_to_know_pxl_s1|id_like_to_know_pxl_s2|id_like_to_know_pxl_s3|id_like_to_know_pxl_s5|id_like_to_know_pxl_s7,complete,valid,
SYNTHETIC_PHASE6B1_P001,SYNTHETIC_PHASE6B1_P001,synthetic_phase6b1_v1,five_mix_netlify_forms_v1,five_mix_frontend_v1_2026-08-06,synthetic_phase6b1_fixture,completed,group_01,group_01,2026-08-06T12:00:00Z,2026-08-06T12:20:00Z,1200,25_34,woman,Syntheticland,daily,basic,no,,SYNTHETIC_PHASE6B1_P001__trial_02,2,2,EDR-1,EDR-1,1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,id_like_to_know,group_01_song_b_id_like_to_know,2,Song B,I'd Like To Know,C,3,id_like_to_know_pxl_s7,mix_b393d3919c78,assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s7.wav,44,True,True,2026-08-06T12:02:03Z,SYNTHETIC TEST COMMENT SYNTHETIC_PHASE6B1_P001 trial 2.,10203,-0.867056238017743,-0.6188407399054331,-0.3229009373128245,-1.0515106991885117,optional_qc_sensitivity_predictor,outputs\stimulus_selection\08_backup_song_expansion\04_acoustic_candidate_pools\tables\processed_features_backup.csv,outputs/stimulus_selection/08_backup_song_expansion/04_acoustic_candidate_pools/tables/processed_features_backup.csv,True,matched,5,A|B|C|D|E,id_like_to_know_pxl_s1|id_like_to_know_pxl_s2|id_like_to_know_pxl_s3|id_like_to_know_pxl_s5|id_like_to_know_pxl_s7,complete,valid,
SYNTHETIC_PHASE6B1_P001,SYNTHETIC_PHASE6B1_P001,synthetic_phase6b1_v1,five_mix_netlify_forms_v1,five_mix_frontend_v1_2026-08-06,synthetic_phase6b1_fixture,completed,group_01,group_01,2026-08-06T12:00:00Z,2026-08-06T12:20:00Z,1200,25_34,woman,Syntheticland,daily,basic,no,,SYNTHETIC_PHASE6B1_P001__trial_02,2,2,EDR-1,EDR-1,1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,id_like_to_know,group_01_song_b_id_like_to_know,2,Song B,I'd Like To Know,D,4,id_like_to_know_pxl_s3,mix_65f41f41d3ab,assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s3.wav,45,True,True,2026-08-06T12:02:04Z,SYNTHETIC TEST COMMENT SYNTHETIC_PHASE6B1_P001 trial 2.,10204,0.3234844364321996,-1.065060189455143,-1.1651773700507613,-0.0982478955990668,optional_qc_sensitivity_predictor,outputs\stimulus_selection\08_backup_song_expansion\04_acoustic_candidate_pools\tables\processed_features_backup.csv,outputs/stimulus_selection/08_backup_song_expansion/04_acoustic_candidate_pools/tables/processed_features_backup.csv,True,matched,5,A|B|C|D|E,id_like_to_know_pxl_s1|id_like_to_know_pxl_s2|id_like_to_know_pxl_s3|id_like_to_know_pxl_s5|id_like_to_know_pxl_s7,complete,valid,
SYNTHETIC_PHASE6B1_P001,SYNTHETIC_PHASE6B1_P001,synthetic_phase6b1_v1,five_mix_netlify_forms_v1,five_mix_frontend_v1_2026-08-06,synthetic_phase6b1_fixture,completed,group_01,group_01,2026-08-06T12:00:00Z,2026-08-06T12:20:00Z,1200,25_34,woman,Syntheticland,daily,basic,no,,SYNTHETIC_PHASE6B1_P001__trial_02,2,2,EDR-1,EDR-1,1,EDR-1 - Enjoying Free Time,EDR-1,"You have some free time and no immediate responsibilities that require your attention. You are not feeling tired or worried, but you would like to enjoy your time rather than let it pass uneventfully. You decide to listen to music for entertainment, making your free time more enjoyable.",Enjoyment,id_like_to_know,group_01_song_b_id_like_to_know,2,Song B,I'd Like To Know,E,5,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s5.wav,46,True,True,2026-08-06T12:02:05Z,SYNTHETIC TEST COMMENT SYNTHETIC_PHASE6B1_P001 trial 2.,10205,-0.3583378408524605,-0.1527662554529231,0.7972705919658362,1.6270752922517937,optional_qc_sensitivity_predictor,outputs\stimulus_selection\08_backup_song_expansion\04_acoustic_candidate_pools\tables\processed_features_backup.csv,outputs/stimulus_selection/08_backup_song_expansion/04_acoustic_candidate_pools/tables/processed_features_backup.csv,True,matched,5,A|B|C|D|E,id_like_to_know_pxl_s1|id_like_to_know_pxl_s2|id_like_to_know_pxl_s3|id_like_to_know_pxl_s5|id_like_to_know_pxl_s7,complete,valid,
